train_number,station_sequence,station_code,station_name,scheduled_arrival,scheduled_departure,distance_km,day
20815,22,VSKP,Vishakapatnam,00:29,--:--,972.9,1
20816,1,VSKP,Vishakapatnam,--:--,06:00,0.0,1
20816,2,SCM,Simhachalam,06:10,06:13,9.9,1
20816,3,VZM,Vizianagram Jn,07:15,07:18,67.3,1
20816,4,CHE,Srikakulam Road,08:46,08:49,147.9,1
20816,5,PSA,Palasa,10:22,10:25,233.6,1
20816,6,SPT,Sompeta,11:06,11:09,272.1,1
20816,7,IPM,Ichchpuram,11:33,11:36,294.9,1
20816,8,BAM,Brahmapur,12:09,12:12,325.5,1
20816,9,CAP,Chatrapur,12:39,12:42,350.9,1
20816,10,BALU,Balugaon,13:50,13:53,414.0,1
20816,11,KUR,Khurda Road Jn,15:30,15:33,503.1,1
20816,12,BBS,Bhubaneswar,15:59,16:02,527.2,1
20816,13,CTC,Cuttack,16:34,16:37,556.9,1
20816,14,JKPR,Jakhapura,17:50,17:53,624.7,1
20816,15,SKND,Sukinda Road,18:01,18:04,632.4,1
20816,16,HCNR,Harichandanpur,19:10,19:13,693.8,1
20816,17,KDJR,Kendujhargarh,20:09,20:12,746.0,1
20816,18,BSPX,Banspani,21:12,21:15,801.4,1
20816,19,DPS,Dangoaposi,21:50,21:53,834.0,1
20816,20,CBSA,Chaibasa,23:01,23:04,897.0,1
20816,21,RKSN,Rajkharsawan Jn,23:30,23:33,921.6,1
20816,22,TATA,Tatanagar Jn,00:29,--:--,972.9,1
20817,1,BBS,Bhubaneswar,--:--,06:00,0.0,1
20817,2,CTC,Cuttack,06:32,06:35,29.7,1
20817,3,DNKL,Dhenkanal,07:30,07:33,80.8,1
20817,4,ANGL,Angul,08:49,08:52,151.1,1
20817,5,SBPY,Sambalpur City,11:56,11:59,320.6,1
20817,6,JSG,Jharsuguda Jn,12:58,13:01,375.5,1
20817,7,ROU,Rourkela,15:15,15:18,498.6,1
20817,8,CKP,Chakradharpur,17:28,17:31,617.9,1
20817,9,ANR,Anara,20:33,20:36,785.0,1
20817,10,GMO,Gomoh Jn,22:00,22:03,862.4,1
20817,11,KQR,Koderma,00:06,00:09,975.8,1
20817,12,GAYA,Gaya Jn,01:43,01:46,1062.2,1
20817,13,DDU,Pt Deen Dayal Upadhyay Jn,02:16,02:19,1090.2,1
20817,14,PRYJ,Prayagraj Jn,02:49,02:52,1118.2,1
20817,15,CNB,Kanpur Central,14:31,14:34,1759.2,2
20817,16,NDLS,New Delhi,23:42,--:--,2262.2,2
20818,1,NDLS,New Delhi,--:--,06:00,0.0,1
20818,2,CNB,Kanpur Central,15:08,15:11,503.0,1
20818,3,PRYJ,Prayagraj Jn,15:41,15:44,531.0,1
20818,4,DDU,Pt Deen Dayal Upadhyay Jn,16:14,16:17,559.0,1
20818,5,GAYA,Gaya Jn,03:56,03:59,1200.1,2
20818,6,KQR,Koderma,05:33,05:36,1286.5,2
20818,7,GMO,Gomoh Jn,07:39,07:42,1399.8,2
20818,8,ANR,Anara,09:06,09:09,1477.2,2
20818,9,CKP,Chakradharpur,12:11,12:14,1644.3,2
20818,10,ROU,Rourkela,14:24,14:27,1763.6,2
20818,11,JSG,Jharsuguda Jn,16:41,16:44,1886.8,2
20818,12,SBPY,Sambalpur City,17:43,17:46,1941.6,2
20818,13,ANGL,Angul,20:50,20:53,2111.1,2
20818,14,DNKL,Dhenkanal,22:09,22:12,2181.5,2
20818,15,CTC,Cuttack,23:07,23:10,2232.5,2
20818,16,BBS,Bhubaneswar,23:42,--:--,2262.2,2
20819,1,PURI,Puri,--:--,06:00,0.0,1
20819,2,KUR,Khurda Road Jn,06:56,06:59,51.7,1
20819,3,BALU,Balugaon,08:36,08:39,140.8,1
20819,4,CAP,Chatrapur,09:47,09:50,204.0,1
20819,5,BAM,Brahmapur,10:17,10:20,229.3,1
20819,6,PSA,Palasa,12:00,12:03,321.2,1
20819,7,CHE,Srikakulam Road,13:36,13:39,406.9,1
20819,8,VZM,Vizianagram Jn,15:07,15:10,487.5,1
20819,9,VSKP,Vishakapatnam,16:12,16:15,544.8,1
20819,10,AKP,Anakapalle,16:56,16:59,583.1,1
20819,11,SLO,Samalkot Jn,19:39,19:42,730.0,1
20819,12,RJY,Rajamundry,20:39,20:42,783.1,1
20819,13,EE,Eluru,22:29,22:32,881.2,1
20819,14,BZA,Vijayawada Jn,23:52,23:55,955.2,1
20819,15,WL,Warangal,04:26,04:29,1203.9,2
20819,16,RDM,Ramgundam,06:34,06:37,1318.8,2
20819,17,MCI,Manchiryal,06:55,06:58,1335.3,2
20819,18,SKZR,Sirpur Kagaznagar,08:10,08:13,1402.0,2
20819,19,BPQ,Balharshah,09:33,09:36,1476.0,2
20819,20,CD,Chandrapur,09:54,09:57,1493.1,2
20819,21,WR,Wardha Jn,12:35,12:38,1638.0,2
20819,22,BD,Badnera Jn,14:44,14:47,1754.0,2
20819,23,AK,Akola Jn,16:34,16:37,1852.5,2
20819,24,SEG,Shegaon,17:24,17:27,1896.0,2
20819,25,MKU,Malkapur,18:39,18:42,1962.1,2
20819,26,BSL,Bhusaval Jn,19:46,19:49,2021.4,2
20819,27,JL,Jalgaon Jn,20:22,20:25,2051.7,2
20819,28,AN,Amalner,21:38,21:41,2119.0,2
20819,29,DDE,Dondaicha,23:04,23:07,2195.9,2
20819,30,NDB,Nandurbar,23:53,23:56,2238.3,2
20819,31,UDN,Udhna Jn,03:20,03:23,2425.6,3
20819,32,BRC,Vadodara Jn,06:26,06:29,2593.5,3
20819,33,ADI,Ahmedabad Jn,08:47,08:50,2720.6,3
20819,34,VG,Viramgam Jn,10:09,10:12,2793.9,3
20819,35,SUNR,Surendranagar,11:37,11:40,2871.8,3
20819,36,RJT,Rajkot Jn,13:56,13:59,2996.7,3
20819,37,HAPA,Hapa,15:40,15:43,3089.6,3
20819,38,JAM,Jamnagar,15:53,15:56,3098.8,3
20819,39,KMBL,Khambhaliya,17:07,17:10,3164.2,3
20819,40,DWK,Dwarka,18:47,18:50,3253.5,3
20819,41,OKHA,Okha,19:26,--:--,3287.1,3
20820,1,OKHA,Okha,--:--,06:00,0.0,1
20820,2,DWK,Dwarka,06:36,06:39,33.6,1
20820,3,KMBL,Khambhaliya,08:16,08:19,122.9,1
20820,4,JAM,Jamnagar,09:30,09:33,188.3,1
20820,5,HAPA,Hapa,09:43,09:46,197.5,1
20820,6,RJT,Rajkot Jn,11:27,11:30,290.4,1
20820,7,SUNR,Surendranagar,13:46,13:49,415.2,1
20820,8,VG,Viramgam Jn,15:14,15:17,493.2,1
20820,9,ADI,Ahmedabad Jn,16:36,16:39,566.5,1
20820,10,BRC,Vadodara Jn,18:57,19:00,693.6,1
20820,11,UDN,Udhna Jn,22:03,22:06,861.5,1
20820,12,NDB,Nandurbar,01:30,01:33,1048.8,1
20820,13,DDE,Dondaicha,02:19,02:22,1091.2,1
20820,14,AN,Amalner,03:45,03:48,1168.1,1
20820,15,JL,Jalgaon Jn,05:01,05:04,1235.4,2
20820,16,BSL,Bhusaval Jn,05:37,05:40,1265.7,2
20820,17,MKU,Malkapur,06:44,06:47,1325.0,2
20820,18,SEG,Shegaon,07:59,08:02,1391.1,2
20820,19,AK,Akola Jn,08:49,08:52,1434.5,2
20820,20,BD,Badnera Jn,10:39,10:42,1533.1,2
20820,21,WR,Wardha Jn,12:48,12:51,1649.1,2
20820,22,CD,Chandrapur,15:29,15:32,1794.0,2
20820,23,BPQ,Balharshah,15:50,15:53,1811.0,2
20820,24,SKZR,Sirpur Kagaznagar,17:13,17:16,1885.1,2
20820,25,MCI,Manchiryal,18:28,18:31,1951.8,2
20820,26,RDM,Ramgundam,18:49,18:52,1968.3,2
20820,27,WL,Warangal,20:57,21:00,2083.2,2
20820,28,BZA,Vijayawada Jn,01:31,01:34,2331.9,2
20820,29,EE,Eluru,02:54,02:57,2405.9,3
20820,30,RJY,Rajamundry,04:44,04:47,2504.0,3
20820,31,SLO,Samalkot Jn,05:44,05:47,2557.0,3
20820,32,AKP,Anakapalle,08:27,08:30,2704.0,3
20820,33,VSKP,Vishakapatnam,09:11,09:14,2742.2,3
20820,34,VZM,Vizianagram Jn,10:16,10:19,2799.6,3
20820,35,CHE,Srikakulam Road,11:47,11:50,2880.2,3
20820,36,PSA,Palasa,13:23,13:26,2965.9,3
20820,37,BAM,Brahmapur,15:06,15:09,3057.8,3
20820,38,CAP,Chatrapur,15:36,15:39,3083.1,3
20820,39,BALU,Balugaon,16:47,16:50,3146.3,3
20820,40,KUR,Khurda Road Jn,18:27,18:30,3235.4,3
20820,41,PURI,Puri,19:26,--:--,3287.1,3
20821,1,PUNE,Pune Jn,--:--,06:00,0.0,1
20821,2,PNVL,Panvel,08:11,08:14,120.7,1
20821,3,KYN,Kalyan Jn,08:51,08:54,155.4,1
20821,4,BSL,Bhusaval Jn,16:52,16:55,594.5,1
20821,5,NGP,Nagpur,00:53,00:56,1033.0,1
20821,6,G,Gondia Jn,03:42,03:45,1185.5,1
20821,7,DURG,Durg,06:29,06:32,1336.2,2
20821,8,R,Raipur Jn,07:21,07:24,1381.7,2
20821,9,BSP,Bilaspur Jn,09:50,09:53,1516.1,2
20821,10,JSG,Jharsuguda Jn,14:21,14:24,1761.9,2
20821,11,ROU,Rourkela,16:38,16:41,1885.0,2
20821,12,CKP,Chakradharpur,18:51,18:54,2004.3,2
20821,13,TATA,Tatanagar Jn,20:17,20:20,2080.6,2
20821,14,KGP,Kharagpur Jn,23:14,23:17,2240.8,2
20821,15,SRC,Santragachi Jn,01:39,01:42,2371.2,2
20821,16,PUNE,Pune Jn,14:08,14:11,4375.3,4
20821,17,PNVL,Panvel,16:22,16:25,4496.0,4
20821,18,KYN,Kalyan Jn,17:02,17:05,4530.7,4
20821,19,BSL,Bhusaval Jn,01:03,01:06,4969.8,5
20821,20,NGP,Nagpur,09:04,09:07,5408.3,5
20821,21,G,Gondia Jn,11:53,11:56,5560.9,5
20821,22,DURG,Durg,14:40,14:43,5711.5,5
20821,23,R,Raipur Jn,15:32,15:35,5757.0,5
20821,24,BSP,Bilaspur Jn,18:01,18:04,5891.4,5
20821,25,JSG,Jharsuguda Jn,22:32,22:35,6137.2,6
20821,26,ROU,Rourkela,00:49,00:52,6260.3,6
20821,27,CKP,Chakradharpur,03:02,03:05,6379.6,6
20821,28,TATA,Tatanagar Jn,04:28,04:31,6455.9,6
20821,29,KGP,Kharagpur Jn,07:25,07:28,6616.1,6
20821,30,SRC,Santragachi Jn,09:50,--:--,6746.5,6
20822,1,SRC,Santragachi Jn,--:--,06:00,0.0,1
20822,2,KGP,Kharagpur Jn,08:22,08:25,130.3,1
20822,3,TATA,Tatanagar Jn,11:19,11:22,290.6,1
20822,4,CKP,Chakradharpur,12:45,12:48,366.9,1
20822,5,ROU,Rourkela,14:58,15:01,486.2,1
20822,6,JSG,Jharsuguda Jn,17:15,17:18,609.3,1
20822,7,BSP,Bilaspur Jn,21:46,21:49,855.1,1
20822,8,R,Raipur Jn,00:15,00:18,989.5,1
20822,9,DURG,Durg,01:07,01:10,1034.9,1
20822,10,G,Gondia Jn,03:54,03:57,1185.6,1
20822,11,NGP,Nagpur,06:43,06:46,1338.2,2
20822,12,BSL,Bhusaval Jn,14:44,14:47,1776.7,2
20822,13,KYN,Kalyan Jn,22:45,22:48,2215.7,2
20822,14,PNVL,Panvel,23:25,23:28,2250.5,2
20822,15,PUNE,Pune Jn,01:39,01:42,2371.2,2
20822,16,SRC,Santragachi Jn,14:08,14:11,4375.3,4
20822,17,KGP,Kharagpur Jn,16:33,16:36,4505.7,4
20822,18,TATA,Tatanagar Jn,19:30,19:33,4665.9,4
20822,19,CKP,Chakradharpur,20:56,20:59,4742.2,4
20822,20,ROU,Rourkela,23:09,23:12,4861.5,5
20822,21,JSG,Jharsuguda Jn,01:26,01:29,4984.6,5
20822,22,BSP,Bilaspur Jn,05:57,06:00,5230.4,5
20822,23,R,Raipur Jn,08:26,08:29,5364.8,5
20822,24,DURG,Durg,09:18,09:21,5410.3,5
20822,25,G,Gondia Jn,12:05,12:08,5560.9,5
20822,26,NGP,Nagpur,14:54,14:57,5713.5,5
20822,27,BSL,Bhusaval Jn,22:55,22:58,6152.0,6
20822,28,KYN,Kalyan Jn,06:56,06:59,6591.1,6
20822,29,PNVL,Panvel,07:36,07:39,6625.8,6
20822,30,PUNE,Pune Jn,09:50,--:--,6746.5,6
20823,1,PURI,Puri,--:--,06:00,0.0,1
20823,2,KUR,Khurda Road Jn,06:56,06:59,51.7,1
20823,3,BBS,Bhubaneswar,07:25,07:28,75.8,1
20823,4,NQR,Naraj Marthapur,07:59,08:02,104.6,1
20823,5,DNKL,Dhenkanal,08:45,08:48,144.5,1
20823,6,TLHD,Talcher Road,09:52,09:55,203.6,1
20823,7,ANGL,Angul,10:11,10:14,218.4,1
20823,8,RAIR,Rairakhol,12:08,12:11,323.7,1
20823,9,SBP,Sambalpur,13:37,13:40,403.1,1
20823,10,BRGA,Bargarh Road,14:31,14:34,450.4,1
20823,11,BLGR,Balangir,16:16,16:19,544.2,1
20823,12,TIG,Titlagarh,17:38,17:41,617.4,1
20823,13,KBJ,Kantabanji,18:27,18:30,660.1,1
20823,14,KRAR,Khariar Road,19:57,20:00,740.6,1
20823,15,MSMD,Mahasamund,21:07,21:10,802.4,1
20823,16,R,Raipur Jn,22:22,22:25,868.6,1
20823,17,DURG,Durg,23:14,23:17,914.1,1
20823,18,G,Gondia Jn,02:01,02:04,1064.8,1
20823,19,NGP,Nagpur,04:50,04:53,1217.3,2
20823,20,WR,Wardha Jn,06:30,06:33,1306.3,2
20823,21,BD,Badnera Jn,08:39,08:42,1422.3,2
20823,22,AK,Akola Jn,10:29,10:32,1520.9,2
20823,23,SEG,Shegaon,11:19,11:22,1564.3,2
20823,24,NN,Nandura,11:55,11:58,1595.4,2
20823,25,MKU,Malkapur,12:36,12:39,1630.4,2
20823,26,BSL,Bhusaval Jn,13:43,13:46,1689.7,2
20823,27,JL,Jalgaon Jn,14:19,14:22,1720.0,2
20823,28,AN,Amalner,15:35,15:38,1787.3,2
20823,29,DDE,Dondaicha,17:01,17:04,1864.3,2
20823,30,NDB,Nandurbar,17:50,17:53,1906.7,2
20823,31,UDN,Udhna Jn,21:17,21:20,2094.0,2
20823,32,BRC,Vadodara Jn,00:23,00:26,2261.9,2
20823,33,ADI,Ahmedabad Jn,02:44,02:47,2389.0,2
20823,34,SBIB,Sabarmati Jn,03:17,03:20,2417.0,3
20823,35,MSH,Mahesana Jn,04:54,04:57,2503.7,3
20823,36,UJA,Unjha,05:27,05:30,2531.3,3
20823,37,PNU,Palanpur Jn,06:29,06:32,2585.5,3
20823,38,ABR,Abu Road,07:39,07:42,2647.0,3
20823,39,PDWA,Pindwara,08:12,08:15,2675.0,3
20823,40,FA,Falna,10:30,10:33,2799.0,3
20823,41,RANI,Rani,10:53,10:56,2817.6,3
20823,42,MJ,Marwar Jn,12:07,12:10,2883.1,3
20823,43,BER,Beawar,14:05,--:--,2989.0,3
20824,1,AII,Ajmer Jn,--:--,06:00,0.0,1
20824,2,BER,Beawar,07:10,07:13,64.4,1
20824,3,MJ,Marwar Jn,09:08,09:11,170.3,1
20824,4,RANI,Rani,10:22,10:25,235.8,1
20824,5,FA,Falna,10:45,10:48,254.4,1
20824,6,PDWA,Pindwara,11:18,11:21,282.4,1
20824,7,ABR,Abu Road,13:36,13:39,406.4,1
20824,8,PNU,Palanpur Jn,14:46,14:49,467.9,1
20824,9,UJA,Unjha,15:48,15:51,522.1,1
20824,10,MSH,Mahesana Jn,16:21,16:24,549.7,1
20824,11,SBIB,Sabarmati Jn,16:54,16:57,577.7,1
20824,12,ADI,Ahmedabad Jn,18:31,18:34,664.4,1
20824,13,BRC,Vadodara Jn,20:52,20:55,791.5,1
20824,14,UDN,Udhna Jn,23:58,00:01,959.4,1
20824,15,NDB,Nandurbar,03:25,03:28,1146.7,1
20824,16,DDE,Dondaicha,04:14,04:17,1189.1,1
20824,17,AN,Amalner,05:40,05:43,1266.1,2
20824,18,JL,Jalgaon Jn,06:56,06:59,1333.4,2
20824,19,BSL,Bhusaval Jn,07:32,07:35,1363.7,2
20824,20,MKU,Malkapur,08:39,08:42,1423.0,2
20824,21,NN,Nandura,09:20,09:23,1458.0,2
20824,22,SEG,Shegaon,09:56,09:59,1489.1,2
20824,23,AK,Akola Jn,10:46,10:49,1532.5,2
20824,24,BD,Badnera Jn,12:36,12:39,1631.1,2
20824,25,WR,Wardha Jn,14:45,14:48,1747.1,2
20824,26,NGP,Nagpur,16:25,16:28,1836.1,2
20824,27,G,Gondia Jn,19:14,19:17,1988.6,2
20824,28,DURG,Durg,22:01,22:04,2139.3,2
20824,29,R,Raipur Jn,22:53,22:56,2184.8,2
20824,30,MSMD,Mahasamund,00:08,00:11,2251.0,2
20824,31,KRAR,Khariar Road,01:18,01:21,2312.8,2
20824,32,KBJ,Kantabanji,02:48,02:51,2393.3,2
20824,33,TIG,Titlagarh,03:37,03:40,2436.0,3
20824,34,BLGR,Balangir,04:59,05:02,2509.2,3
20824,35,BRGA,Bargarh Road,06:44,06:47,2603.0,3
20824,36,SBP,Sambalpur,07:38,07:41,2650.3,3
20824,37,RAIR,Rairakhol,09:07,09:10,2729.7,3
20824,38,ANGL,Angul,11:04,11:07,2835.0,3
20824,39,DNKL,Dhenkanal,12:23,12:26,2905.3,3
20824,40,NQR,Naraj Marthapur,13:09,13:12,2945.2,3
20824,41,BBS,Bhubaneswar,13:43,13:46,2974.0,3
20824,42,KUR,Khurda Road Jn,14:12,14:15,2998.1,3
20824,43,PURI,Puri,15:11,--:--,3049.8,3
20825,1,BSP,Bilaspur Jn,--:--,06:00,0.0,1
20825,2,R,Raipur Jn,08:26,08:29,134.4,1
20825,3,DURG,Durg,09:18,09:21,179.9,1
20825,4,RJN,Raj Nandgaon,10:00,10:03,216.3,1
20825,5,DGG,Dongargarh,10:45,10:48,255.3,1
20825,6,G,Gondia Jn,12:20,12:23,340.4,1
20825,7,BSP,Bilaspur Jn,17:22,17:25,615.1,1
20825,8,R,Raipur Jn,19:51,19:54,749.5,1
20825,9,DURG,Durg,20:43,20:46,795.0,1
20825,10,RJN,Raj Nandgaon,21:25,21:28,831.4,1
20825,11,DGG,Dongargarh,22:10,22:13,870.3,1
20825,12,G,Gondia Jn,23:45,--:--,955.4,1
20826,1,NGP,Nagpur,--:--,06:00,0.0,1
20826,2,G,Gondia Jn,08:46,08:49,152.6,1
20826,3,DGG,Dongargarh,10:21,10:24,237.7,1
20826,4,RJN,Raj Nandgaon,11:06,11:09,276.6,1
20826,5,DURG,Durg,11:48,11:51,313.1,1
20826,6,R,Raipur Jn,12:40,12:43,358.5,1
20826,7,NGP,Nagpur,18:51,18:54,695.9,1
20826,8,G,Gondia Jn,21:40,21:43,848.5,1
20826,9,DGG,Dongargarh,23:15,23:18,933.6,1
20826,10,RJN,Raj Nandgaon,00:00,00:03,972.6,1
20826,11,DURG,Durg,00:42,00:45,1009.0,1
20826,12,R,Raipur Jn,01:34,--:--,1054.5,1
20827,1,JBP,Jabalpur,--:--,06:00,0.0,1
20827,2,KTES,Katni South,08:00,08:03,110.8,1
20827,3,SDL,Shahdol,10:43,10:46,258.0,1
20827,4,APR,Anuppur Jn,11:40,11:43,307.6,1
20827,5,BSP,Bilaspur Jn,14:40,14:43,470.7,1
20827,6,RIG,Raigarh,17:40,17:43,633.9,1
20827,7,JSG,Jharsuguda Jn,19:13,19:16,716.7,1
20827,8,ROU,Rourkela,21:30,21:33,839.9,1
20827,9,CKP,Chakradharpur,23:43,23:46,959.2,1
20827,10,TATA,Tatanagar Jn,01:09,01:12,1035.4,1
20827,11,KGP,Kharagpur Jn,04:06,04:09,1195.7,1
20827,12,SRC,Santragachi Jn,06:31,06:34,1326.0,2
20827,13,JBP,Jabalpur,02:29,02:32,2421.8,3
20827,14,KTES,Katni South,04:32,04:35,2532.6,3
20827,15,SDL,Shahdol,07:15,07:18,2679.8,3
20827,16,APR,Anuppur Jn,08:12,08:15,2729.4,3
20827,17,BSP,Bilaspur Jn,11:12,11:15,2892.5,3
20827,18,RIG,Raigarh,14:12,14:15,3055.6,3
20827,19,JSG,Jharsuguda Jn,15:45,15:48,3138.5,3
20827,20,ROU,Rourkela,18:02,18:05,3261.7,3
20827,21,CKP,Chakradharpur,20:15,20:18,3380.9,3
20827,22,TATA,Tatanagar Jn,21:41,21:44,3457.2,3
20827,23,KGP,Kharagpur Jn,00:38,00:41,3617.5,4
20827,24,SRC,Santragachi Jn,03:03,--:--,3747.8,4
20828,1,SRC,Santragachi Jn,--:--,06:00,0.0,1
20828,2,KGP,Kharagpur Jn,08:22,08:25,130.3,1
20828,3,TATA,Tatanagar Jn,11:19,11:22,290.6,1
20828,4,CKP,Chakradharpur,12:45,12:48,366.9,1
20828,5,ROU,Rourkela,14:58,15:01,486.2,1
20828,6,JSG,Jharsuguda Jn,17:15,17:18,609.3,1
20828,7,RIG,Raigarh,18:48,18:51,692.2,1
20828,8,BSP,Bilaspur Jn,21:48,21:51,855.3,1
20828,9,APR,Anuppur Jn,00:48,00:51,1018.4,1
20828,10,SDL,Shahdol,01:45,01:48,1068.0,1
20828,11,KTES,Katni South,04:28,04:31,1215.2,2
20828,12,JBP,Jabalpur,06:31,06:34,1326.0,2
20828,13,SRC,Santragachi Jn,02:29,02:32,2421.8,3
20828,14,KGP,Kharagpur Jn,04:54,04:57,2552.1,3
20828,15,TATA,Tatanagar Jn,07:51,07:54,2712.4,3
20828,16,CKP,Chakradharpur,09:17,09:20,2788.6,3
20828,17,ROU,Rourkela,11:30,11:33,2907.9,3
20828,18,JSG,Jharsuguda Jn,13:47,13:50,3031.1,3
20828,19,RIG,Raigarh,15:20,15:23,3114.0,3
20828,20,BSP,Bilaspur Jn,18:20,18:23,3277.1,3
20828,21,APR,Anuppur Jn,21:20,21:23,3440.2,3
20828,22,SDL,Shahdol,22:17,22:20,3489.8,3
20828,23,KTES,Katni South,01:00,01:03,3637.0,4
20828,24,JBP,Jabalpur,03:03,--:--,3747.8,4
20829,1,DURG,Durg,--:--,06:00,0.0,1
20829,2,R,Raipur Jn,06:49,06:52,45.5,1
20829,3,MSMD,Mahasamund,08:04,08:07,111.7,1
20829,4,KRAR,Khariar Road,09:14,09:17,173.5,1
20829,5,KBJ,Kantabanji,10:44,10:47,254.0,1
20829,6,TIG,Titlagarh,11:33,11:36,296.7,1
20829,7,KSNG,Kesinga,11:54,11:57,313.3,1
20829,8,RGDA,Rayagada,14:36,14:39,459.6,1
20829,9,PVP,Parvatipuram,15:41,15:44,517.3,1
20829,10,VZM,Vizianagram Jn,17:26,17:29,611.2,1
20829,11,VSKP,Vishakapatnam,18:31,--:--,668.5,1
20830,1,VSKP,Vishakapatnam,--:--,06:00,0.0,1
20830,2,VZM,Vizianagram Jn,07:02,07:05,57.3,1
20830,3,PVP,Parvatipuram,08:47,08:50,151.2,1
20830,4,RGDA,Rayagada,09:52,09:55,208.9,1
20830,5,KSNG,Kesinga,12:34,12:37,355.2,1
20830,6,TIG,Titlagarh,12:55,12:58,371.8,1
20830,7,KBJ,Kantabanji,13:44,13:47,414.5,1
20830,8,KRAR,Khariar Road,15:14,15:17,495.0,1
20830,9,MSMD,Mahasamund,16:24,16:27,556.8,1
20830,10,R,Raipur Jn,17:39,17:42,623.0,1
20830,11,DURG,Durg,18:31,18:34,668.5,1
20830,12,VSKP,Vishakapatnam,04:48,04:51,1231.5,2
20830,13,VZM,Vizianagram Jn,05:53,05:56,1288.8,2
20830,14,PVP,Parvatipuram,07:38,07:41,1382.8,2
20830,15,RGDA,Rayagada,08:43,08:46,1440.4,2
20830,16,KSNG,Kesinga,11:25,11:28,1586.7,2
20830,17,TIG,Titlagarh,11:46,11:49,1603.3,2
20830,18,KBJ,Kantabanji,12:35,12:38,1646.0,2
20830,19,KRAR,Khariar Road,14:05,14:08,1726.5,2
20830,20,MSMD,Mahasamund,15:15,15:18,1788.4,2
20830,21,R,Raipur Jn,16:30,16:33,1854.6,2
20830,22,DURG,Durg,17:22,--:--,1900.0,2
20831,1,SHM,Kolkata Shalimar,--:--,06:00,0.0,1
20831,2,SRC,Santragachi Jn,06:06,06:09,5.8,1
20831,3,KGP,Kharagpur Jn,08:31,08:34,136.1,1
20831,4,BLS,Balasore,10:57,11:00,267.4,1
20831,5,BHC,Bhadrakh,12:26,12:29,346.5,1
20831,6,JJKR,Jajpur Keonjhar Road,13:29,13:32,401.6,1
20831,7,DNKL,Dhenkanal,15:00,15:03,483.1,1
20831,8,TLHR,Talcher,16:12,16:15,546.5,1
20831,9,ANGL,Angul,16:33,16:36,563.4,1
20831,10,BONA,Boinda,17:27,17:30,611.0,1
20831,11,RAIR,Rairakhol,18:33,18:36,668.9,1
20831,12,SBP,Sambalpur,20:02,--:--,748.4,1
20832,1,SBP,Sambalpur,--:--,06:00,0.0,1
20832,2,RAIR,Rairakhol,07:26,07:29,79.4,1
20832,3,BONA,Boinda,08:32,08:35,137.4,1
20832,4,ANGL,Angul,09:26,09:29,185.0,1
20832,5,TLHR,Talcher,09:47,09:50,201.9,1
20832,6,DNKL,Dhenkanal,10:59,11:02,265.3,1
20832,7,JJKR,Jajpur Keonjhar Road,12:30,12:33,346.7,1
20832,8,BHC,Bhadrakh,13:33,13:36,401.9,1
20832,9,BLS,Balasore,15:02,15:05,480.9,1
20832,10,KGP,Kharagpur Jn,17:28,17:31,612.2,1
20832,11,SRC,Santragachi Jn,19:53,19:56,742.6,1
20832,12,SHM,Kolkata Shalimar,20:02,--:--,748.4,1
20833,1,VSKP,Vishakapatnam,--:--,06:00,0.0,1
20833,2,SLO,Samalkot Jn,09:16,09:19,180.1,1
20833,3,RJY,Rajamundry,10:16,10:19,233.2,1
20833,4,BZA,Vijayawada Jn,13:26,13:29,405.3,1
20833,5,KMT,Khammam,15:43,15:46,528.2,1
20833,6,WL,Warangal,18:03,18:06,654.1,1
20833,7,SC,Secunderabad Jn,21:09,21:12,822.2,1
20833,8,VSKP,Vishakapatnam,09:02,09:05,1473.1,2
20833,9,SLO,Samalkot Jn,12:21,12:24,1653.3,2
20833,10,RJY,Rajamundry,13:21,13:24,1706.4,2
20833,11,BZA,Vijayawada Jn,16:31,16:34,1878.5,2
20833,12,KMT,Khammam,18:48,18:51,2001.4,2
20833,13,WL,Warangal,21:08,21:11,2127.2,2
20833,14,SC,Secunderabad Jn,00:14,--:--,2295.4,2
20834,1,SC,Secunderabad Jn,--:--,06:00,0.0,1
20834,2,WL,Warangal,09:03,09:06,168.2,1
20834,3,KMT,Khammam,11:23,11:26,294.0,1
20834,4,BZA,Vijayawada Jn,13:40,13:43,416.9,1
20834,5,RJY,Rajamundry,16:50,16:53,589.0,1
20834,6,SLO,Samalkot Jn,17:50,17:53,642.1,1
20834,7,VSKP,Vishakapatnam,21:09,21:12,822.2,1
20834,8,SC,Secunderabad Jn,09:02,09:05,1473.1,2
20834,9,WL,Warangal,12:08,12:11,1641.3,2
20834,10,KMT,Khammam,14:28,14:31,1767.1,2
20834,11,BZA,Vijayawada Jn,16:45,16:48,1890.0,2
20834,12,RJY,Rajamundry,19:55,19:58,2062.1,2
20834,13,SLO,Samalkot Jn,20:55,20:58,2115.2,2
20834,14,VSKP,Vishakapatnam,00:14,--:--,2295.4,2
20835,1,ROU,Rourkela,--:--,06:00,0.0,1
20835,2,JSG,Jharsuguda Jn,08:14,08:17,123.1,1
20835,3,SBPY,Sambalpur City,09:16,09:19,178.0,1
20835,4,RAIR,Rairakhol,10:40,10:43,253.0,1
20835,5,ANGL,Angul,12:37,12:40,358.3,1
20835,6,TLHD,Talcher Road,12:56,12:59,373.1,1
20835,7,DNKL,Dhenkanal,14:03,14:06,432.2,1
